1073 Singer, Isaac Bashevis
554 Connolly, Cyril
1946 Corey, Peter
1754 Russell, Bertrand
136 Zinck, Kenneth
361 Hill, Napoleon
1474 Schultz, Charles M.
1949 Cole, Nat "King"
959 Dolphy, Eric
126 Ganilau, Ratu Sir Penaia
834 Wilson, Colin
337 Bowie, David
468 Early, Jubal Anderson
1224 Havel, Václav
890 Fermi, Enrico
1107 McGuire, Al
1525 Cunningham, Allan
474 Brautigan, Richard
850 Raskin, Jef
402 Jaffe, Bob
1146 Looney, General William
1786 Adams, Abigail
265 Osama bin Laden
1080 Tacitus
1403 Kurosawa, Akira
558 Livermore, Jesse Lauriston
779 Marshall, Thomas R.
694 Courtney, Margaret
1682 Catullus, Gaius Valerius
1764 Joseph, Chief
1053 Sun Tzu
964 Bethea, Erin
357 Hillary, Edmund
1220 Sidhu, Navjot Singh
1251 Coltrane, John
82 Banhart, Devendra
564 Kelvin, Lord
1470 Noam, Eli
1118 Kurti, Nicholas
745 Carey, Mariah
1928 Borlaug, Norman
1134 Reagan, Ronald
1535 Kilmister, Lemmy
208 Nagel, Thomas
1869 Whittier, John Greenleaf
1288 Izzard, Eddie
1508 Hayden, Teresa Nielson
1950 Canseco, José
288 Kapuściński, Ryszard
185 Ah Koy, James
28 Kennedy Lisa
322 Jarmo Visakorpi
1144 Smith, Margaret Chase
1582 Miyamoto, Shigeru
903 Elizabeth II of England
320 Rockefeller, John D.
1037 Neruda, Pablo
1009 Anderson, Beth
206 Gallo, Vincent Actor
438 Dobson, James
282 Heller, Joseph
540 Gagarin, Yuri
1056 Waradi, Taito
1715 Allais, Alphonse
333 Penn, William
412 Sukuna, Ratu Sir Lala
1192 Turtledove, Harry
1133 Paige, Satchel
1926 Khan,Genghis
35 Hofstadter, Douglas
1547 Springsteen, Bruce
1724 Keyes, Alan
145 Tenzin Gyatso (14th Dalai Lama)
1653 Brodsky, Joseph
1553 Jackson, Andrew
664 Collett, Camilla
74 Williams, Ted
63 Maupassant, Guy de
414 Beethoven, Ludwig van
1370 Truth, Sojourner
776 The Rock
592 Chiariglione, Leonardo
499 Butler, Amir
1934 Rutherford, Ernest
1075 Hoover, Herbert
161 Jeffers, Robinson
747 Blair, Tony
1501 Robbins, Anthony
529 Edwards, John
957 King, Coretta Scott
1203 Carnegie, Andrew
988 Macdonald, George
328 Carolla, Adam
66 Henry VIII
1791 Dean, John
1856 Quayle, Dan
1711 Laurer, Joanie
941 Jackson, Janet
1393 Epicurus
67 Rukeyser, Louis
473 Michener, James
1257 Brecht, Bertolt
462 Liddy, G. Gordon
1626 Roosevelt, Franklin Delano
1052 Pratchett, Terry
1624 Starr, Ringo
647 Satriani, Joe
753 Fields, W. C.
1829 Radner, Gilda
781 O'Keeffe, Georgia
918 Pericles
430 Bellow, Saul
1710 Domeyko, Ignacy
1031 Hughes, Charles Evans
534 Ahern, Bertie
1176 Ondrick, William F.
1265 Chatwin, Bruce
1527 Yamamoto,Isoroku
1296 Gray, Thomas
587 Fox, George
296 Torvalds, Linus
1160 Robinson, Kim Stanley
1171 Houdini, Harry
602 Byrne, David
553 Adams, John Quincy
1244 Pinker, Steven
1358 Lott, Trent
1544 Galloway, George
1459 Priestley, Joseph
125 Tzu Hsi
1916 Juyi, Bai
1573 Copland, Aaron
1871 Tchaikovsky, Pyotr Ilyich
1762 Colson, Charles
847 Cather, Willa
1584 Snow, Carrie
94 Hašek, Jaroslav
816 Card, Orson Scott
1225 Gladstone, William Ewart
291 Perry, Michael D.
780 Ashe, Arthur
608 White, T. H. (Terence Hanbury)
1746 Janáček, Leoš
1718 Rousseau, Jean-Jacques
1226 Ueshiba, Morihei
1064 Patrick, Saint
1920 Chaucer, Geoffrey
1510 Marcos, Ferdinand Edralin
1271 McFee, William
773 Daniels, Anthony
1263 Austin, Alfred
714 Kudlow, Lawrence
1673 Seuss, Dr.
217 Kant, Immanuel
1537 Solomon
213 Schopenhauer, Arthur
1394 Aristotle
1112 Mercury, Freddie
376 Santayana, George
1721 Bavadra, Timoci
1202 Donaldson, Stephen R.
883 Bush, George H. W.
226 Nietzsche, Friedrich
1890 Washington, Booker T.
998 Sarven, Allen
838 Simpson, Jack
1681 Cook, Peter
1561 al-Sahaf, Muhammed Saeed
536 Brand, Max
441 Mataca, Petero
128 Southerne, Thomas
465 Jelinek, Fred
1017 Ace, Jane
1167 Norton, Joshua Abraham
1113 Giacometti, Alberto
1845 Hennessey, Ammon
1505 Allee, W. C.
1648 Cecil, Robert (1st Viscount Cecil of Chelwood)
1337 Singh, Raman Pratap
979 Gurdjieff, G. I.
604 Munro, Alice
1518 Jillette, Penn
851 Porson, Richard
1940 Leverson, Ada
854 Ruskin, John
1331 Horace
1132 Collins, Tim
1277 Wordsworth, William
1328 Barclay, William
1262 Hesse, Hermann
339 Dunst, Kirsten
859 Sherman, William Tecumseh
1000 Hyles, Jack
1408 Aesop
141 Sellers, Peter
422 Ganilau, Adi Ateca
677 Lehman, John
375 Godwin, Earl of Wessex
1363 Gephardt, Dick
1174 Lao Tzu
561 Chambers, Oswald
1085 Williams, Robin
1002 Smith, Elliott
197 Carter, Howard
1291 Adams, Scott
1837 Kraus, Karl
1115 Foley, Mick
1885 Thant, U
1430 Dylan, Bob
1636 Gallup, George
1282 Smith, Gordon
1151 Simpson, Jessica
381 Palme, Olof
424 Byrne, Robert
1509 Berard, Edward V.
864 Gallagher, Fred
1304 Crowfoot
331 Williamson, Henry
577 Voltaire
1188 Wainwright, Rufus
1248 Keller, Helen
234 LeMay, Curtis
137 Cringely, Robert X.
315 Benson, Leana
1240 Collier, Jeremy
53 Vixie, Paul
630 Miller, Henry
1428 Chapin, Harry
1418 Donne, John
986 Smith, Adam
1234 Milne, A.A.
43 Forbes, Malcolm
70 Henry, Patrick
1905 Young, Tyler Shell
1707 Bowerman, Bill
267 Burnham, Frederick Russell
377 Ibsen, Henrik
1355 de la Rocha, Zack
244 Disney, Roy O.
878 Coupland, Douglas
279 Bujold, Lois McMaster
1368 Wilson, Brian
537 Conrad, Joseph
1098 Qarase, Laisenia
1306 Quine, Willard van Orman
1618 Brown, Sam
1502 Burke, Edmund
728 Giraudoux, Jean
1352 Albom, Mitch
1407 Mills, C. Wright
995 Suvorov, Alexander Vasilyevich
183 Hundertwasser, Friedensreich
1952 Berne, Eric
1906 Kipling, Rudyard
44 Buber, Martin
1809 Andrians, Aiven
1645 Huckabee, Mike
1402 Dillard, Annie
777 Chevalier, Maurice
713 Tolkien, J. R. R.
1668 Roth, Geneen
1287 Chanakya
1091 Ransome, Arthur
1196 Byrd, Richard E.
301 Nightingale, Florence
736 Marvell, Andrew
1482 Mountbatten, Louis
807 Frederick II of Prussia
1655 Bose, Subhash Chandra
92 Thatcher, Margaret
945 Dirac, Paul
1233 Stanley, Henry Morton
425 Lec, Stanislaw Jerzy
457 Burns, Edward
805 Percy, Walker
255 Aeschylus
740 Columbus, Christopher
1836 Fiszer, Franciszek
1061 Robinson, Jackie
926 Tagore, Rabindranath
1285 Emerson, Ralph Waldo
1186 Gaiman, Neil
1200 Erdös, Paul
207 Douglass, Frederick
712 Perle, Richard
971 Dumas, Alexandre
1859 Raleigh, Sir Walter
476 Juárez, Benito
597 Cao,Cao
1817 Muir, John
1071 Baba, Tupeni
121 Myatt, David
463 Cochran, Johnnie
241 Chamfort
1898 Jäätteenmäki, Anneli
1755 Young, Neil
1799 Avenue D
1439 Matarazzo, Francesco
423 Ionesco, Eugene
108 Anthony, Piers
200 Bennington, Chester
796 Laurel, Stan
1543 John of the Cross
144 Mero, Rena
523 Cheever, John
787 Gallagher (Leo Anthony Gallagher)
1465 Bullock, Sandra
1529 McMahon, Vince
496 Elliot, Cass
797 Aquinas, Thomas
550 Baden-Powell, Sir Robert (B-P)
676 Kasparov, Garry
943 Kael, Pauline
420 Dali, Salvador
888 Presley, Elvis
665 Wilberforce, William
1130 Hathaway, Anne
1600 William I, King of England
237 Fawkes, Guy
668 Ebert, Roger
1701 Barbauld, Anna Letitia
1910 Itoi, Shigesato
299 Stoner Jr., James R.
101 Genet, Jean
1032 Hopper, Grace
818 Faulkner, William
1854 Bathgate, Andy
165 Bartholin, Thomas V.
1311 Dean, James
1435 Giuliani, Rudy
1716 Gassée, Jean-Louis
33 Tucker, Gideon
509 Huelskamp, Tim
16 Stone, W. Clement
1550 Simonides of Ceos
446 Steinem, Gloria
1332 Winner, Michael
1686 Gilbert, W. S.
695 Byron, Lord
1909 Fakes, Dennis
752 Tzara, Tristan
1381 Cosby, Bill
511 Wittgenstein, Ludwig
115 Durante, Jimmy
89 Galbraith, John Kenneth
1449 Coward, Noel
1321 Bojaxhi, Agnes Gonxha (Mother Teresa)
1691 Kennedy, Anthony
60 Franti, Michael
1517 Pet Shop Boys (Neil Tennant and Chris Lowe)
168 Ford, Harrison
406 Forster, E. M.
1787 Borges, Jorge Luis
1761 Lewis, C. S.
1516 Baha'u'llah
1539 Homer
280 Tesla, Nikola
321 Lévi-Strauss, Claude
755 Goldsmith, Oliver
157 Hoffer, Eric
1568 Frist, Bill
1255 Lessing, Doris
525 Pope, Alexander
1485 Gemayel, Solange
981 Washington, George
1026 Chapman, Colin
527 Moawad, Nayla
1596 Fishback, Margaret
1117 Elizabeth, the Queen Mother
1557 Nailatikau, Ratu Epeli Qaraninamu
248 Doherty, Peter
247 Wagner, Jane
152 Curie, Marie
1275 Mallet, David (or David Malloch)
1030 Zhuangzi (Zhuang Zi; Zhuang Zhou; Chuang Tzu; Chuang Tse)
449 McAuliffe, Anthony
1860 Spolsky, Joel
1178 Hesiod
627 Melville, Herman
744 Čapek, Karel
311 Luxemburg, Rosa
392 Brown, Julie
14 Rexroth, Kenneth
1917 Ali, Tariq
1208 Wolfowitz, Paul
1490 Jones, John Paul
1267 Holmes, Oliver Wendell, Jr.
1104 Nukem, Duke
1572 Ali, Muhammad
379 Ravuvu, Asesela
1781 Elagabalus
621 Humboldt, Wilhelm von
1156 Beaumont and Fletcher
1589 Yeats, William Butler
112 Bonaparte, Napoleon
236 Yorke, Thom
1731 Smollett, Tobias
1545 Payne, Max
532 Bazin, André
1481 LaHaye, Tim
1175 Herodotus
407 Cooper, Diana (Lady Diana Manners)
924 La Rochefoucauld, François de
1357 Marshall, George
913 Jennings, Peter
1072 Begin, Menachem
1324 Theron, Charlize
732 Hathaway, Sybil
1290 Cohen, Richard
218 Forsyth, Bruce
309 Weinberger, David
1461 Magee, Bryan
1947 Ahmad
735 Pascal, Blaise
730 Kepa, Ro Teimumu
830 Serrano, Miguel
271 Khan, Shahrukh
655 Rumbold, Richard
1939 Lenin, Vladimir
1426 Zeldin, Theodore
990 Pasteur, Louis
837 Graham, Paul
505 Daly, Daniel
1740 Halas, George
64 Banks, Robert
173 Mill, John Stuart
1011 Burns, Robert
304 Acton, John (Lord Acton)
955 Stravinsky, Igor
371 Braque, Georges
1498 Baddiel, David
1405 Caesar, Julius
1722 Null, Gary
132 Crane, Dr. Frank
1757 Hurston, Zora Neale
892 Kennedy, John F.
390 Onassis, Jacqueline Kennedy
257 Wellesley, Arthur
1889 Cavett, Dick
812 Fowler, Gene
803 Commager, Henry Steele
789 Kerry, John
738 Hoff, Benjamin
1051 Douglas, Donald
325 Šustauskas, Vytautas
1389 Feldman, Morton
277 Hugo, Victor
1770 Kusturica, Emir
1677 Tate, Sharon
417 Eban, Abba
1546 Kesey, Ken
923 Jerky Boys
1641 Moore, Michael
679 Cash, Johnny
828 Davis, Miles
658 Amaro, Rolim
1628 Krieger, Lou
500 Fort, Charles
666 Kruk, John
289 Bachelot, Roselyne
323 Plato
1399 Wilson, (Thomas) Woodrow
1141 Ruiz, Don Miguel
1377 Crane, Stephen
1766 Carson, Rachel
246 Louis VII, King of France
1844 Keaton, Buster
1105 Harper, Stephen
877 Jobs, Steve
1700 Huffington, Arianna
238 Sábato, Ernesto
1168 Manson, Marilyn
1784 King, William
1135 Rogers, Will
486 Vosanibola, Josefa
344 Hannity, Sean
1378 Punja, Hari
520 Hedberg, Mitch
1779 Shelley, Percy Bysshe
1297 Romano, Ray
232 Malley, Matt
329 Shaw, George Bernard
1915 Barwich, Heinz
223 Rivers, Joan
969 Thucydides
1638 Broyard, Anatole
922 McCarthy, Mary
191 Johnson, Boris
1503 Winchell, Walter
159 Heschel, Abraham Joshua
1008 Ludwig, Arnold M.
1532 Buzan, Tony
1210 Kennedy, Edward
1771 Harrison, George
1679 Overbury, Thomas
997 Ventura, Jesse
920 Seldes, George
1914 Newton, John
1153 Whedon, Joss
503 Farage, Nigel
1055 Carter, Jimmy
1592 Colten, James
36 Berlin, Irving
1523 Poe, Edgar Allan
1280 Edison, Thomas Alva
1303 Hitchens, Christopher
939 Saint-Exupéry, Antoine de
1656 Kovacs, Ernie
1702 Thomson, William - a.k.a. Lord Kelvin
565 Crockett, Davy
1063 Malraux, André
195 Cherryh, C. J.
140 Bryson, Bill
1057 Allston, Aaron
1664 Fellini, Federico
575 Lyons, Steve
1444 Midler, Bette
508 Rosing, Wayne
262 Pirsig, Robert M.
1159 Halliburton, Richard
1412 Strauss, Richard
1745 Wellstone, Paul
705 Rothbard, Murray
504 Virgil
1744 Franks, Tommy
1455 Trotsky, Leon
1533 Lee, Stan
460 Kuriyama, Chiaki
456 Kendrick, Alex
718 Lalabalavu, Ratu Naiqama
921 de Bono, Edward
931 Khrushchev, Nikita
1562 Chandler, Raymond
400 Ripa, Kelly
868 Mumpfield, Susie
567 Stone, I. F.
114 Keel, John
1743 Sartre, Jean-Paul
1314 Churchill, Winston
1309 Schama, Simon
690 Peter, Dr. Laurence J.
1807 Wilder, Thornton
1254 Blanchett, Cate
1619 Baillie, Bruce
350 Herbert, George
681 Reagan, Nancy
973 Bacon, Francis
61 Cornstalk
813 Shankar, Ravi (Art of Living founder, not the sitar maestro)
1839 Hitler, Adolf
944 Plath, Sylvia
948 Hart, Lorenz
1327 Lau, Charley
294 Goering, Hermann
657 Paul VI (Pope)
1385 Keillor, Garrison
909 Goldsworthy, Andy
1129 Kotok, Alan
1658 Iacocca, Lee
1852 Kelly, Walt
1961 Dreiser, Theodore
743 Tito, Josip Broz
1097 Buñuel, Luis
1488 Eminem
879 Bune, Poseci
10 Cavell, Edith
1217 Shirley, James
1109 Feibig, Jim
704 O'Donnell, Rosie
632 Yanni
306 Bachelard, Gaston
1832 Khan, Hafiz
965 Davisson, Richard
196 Dhavernas, Caroline
254 Osbourne, Ozzy
614 Parton, Dolly
1712 Lincoln, Abraham
431 Dangerfield, Rodney
701 Sutherland, Kiefer
32 Buddha, Gautama
1004 Herzog, Werner
1954 Eliot, Thomas Stearns
251 Swindoll, Charles
1783 Thompson, Dorothy
516 Nash, Thomas
52 Wolff, Christian
130 Waits, Tom
871 Baruch, Bernard
1792 Kay, Alan
793 Whitehead, Alfred North
1567 Hendrie, Phil
1803 Rabuka, Sitiveni
598 Carducci, Giosue
1339 Bergman, Ingmar
1512 Lessig, Lawrence
354 Seagal, Steven
1422 Van Gogh, Vincent
1714 Yashinsky, Edward
1429 Hightower, Jim
104 Dyke, Henry van
1276 Snoop Dogg (Calvin Cordozar Broadus)
832 Hepburn, Audrey
1034 Hicks, Dan
831 Franck, Richard
72 Boorstin, Daniel J.
962 Barry, Marion
1887 Briggs, Joe Bob
711 Keats, John
1739 Ben-Gurion, David
1436 Casanova, Giacomo (Jacques Casanova de Seingal)
380 Biden, Joseph
1717 Biko, Steve
1732 Dawkins, Richard
768 Krishnamurthy, Kalki (R. Krishnamurthy)
628 Kissinger, Henry
1084 Smith, Sydney
1726 Rockne, Knute
1841 Farmer, Frances
298 Anne, Princess Royal of the United Kingdom
860 Locke, John
343 Fulghum, Robert
222 Day, Carl
760 Spears, Britney
1247 Slick, Grace
1341 Carey, Sandra
1125 Boutroux, Pierre
764 Ochs, Phil
1315 Hussein, Saddam
363 Welch, Jack
169 Ray, James Arthur
775 Tomlin, Lily
1763 Eldredge, Niles
1036 Federer, Roger
1497 Ferguson, Adam
1452 Lasorda, Tommy
1058 Reich, Wilhelm
827 Knightley, Keira
1432 Dayan, Moshe
1190 Branden, Nathaniel
326 Momoedonu, Tevita
852 Bowles, Paul
833 Channing, William Ellery
488 Descartes, René
1250 Aldiss, Brian
1815 Bean, Roy
1110 Armstrong, Louis
1776 DeWolfe, Ron (born L. Ron Hubbard, Jr.)
401 Kruth, Ernst
1349 Michael Jackson
91 Geronimo
1283 Hammarskjöld, Dag
1022 Gide, André
620 Herbert, Zbigniew
771 West, Mae
1106 Fielding, Henry
960 Woolf, Virginia
985 Kübler-Ross, Elisabeth
1851 Rees, Nigel
1948 Maroulis, Constantine
1 Joubert, Joseph
1818 Codrescu, Andrei
1140 Gates, Bill
1024 Benchley, Robert
1400 Adorno, Theodor
314 Richards, Keith
786 Blake, William
1042 Johnson, Zach
356 Gorky, Maxim
3 Lovins, Amory
900 Chavez, Cesar
21 Berle, Milton
937 John Paul II (Pope)
1065 Matisse, Henri
555 Marie, Queen of Romania
41 Karenga, Ron
1670 de Raadt, Theo
1453 Yoshida, Takeo
182 Chappelle, Dave
65 Hein, Piet
308 Guber, Peter
840 Bangs, Lester
841 Pynchon, Thomas
1663 Russell, Rosaland
1621 Bent, Silas
1846 Bracken, Thomas
1177 Khalilzad, Zalmay
1833 Fulbright, J. William
1313 Margera, Brandon "Bam"
1148 Swinburne, Charles Algernon
1014 Garfield, James A.
1882 Kilroy-Silk, Robert
153 Hutchinson, Thomas
396 Perry, Oliver Hazard
1209 Huxley, Thomas Henry
297 Peirce, Charles Sanders
1108 Hague, Frank
1111 Mencken, H. L.
1350 DeShannon, Jackie
1647 Kempton, Murray
1697 Braine, John
1941 Tertullian
799 Eastwood, Clint
808 Hofstadter, Richard
1081 Mullally, Megan
1424 Arp, Hans
552 Johnson, Philip
1865 Bohr, Niels
1478 George III, King of England
24 Auden, Wystan Hugh
50 Clay, Andrew Dice
910 Arbuthnot, John
589 Bowles, Chester
1087 Munch, Edvard
367 Hedges, Chris
1690 Wallace, Alan
653 Tavola, Kaliopate
804 Agnew, Spiro
1862 Austin, Stone Cold Steve
1930 Taleb, Nassim Nicholas
1896 Jay, Glenn, Miner
492 Washington, Martha
1897 Ellington, Duke
1826 Moore, Dudley
770 Lawrence, Thomas Edward
421 Kornheiser, Tony
1308 Barkley, Charles
674 Brooks, Mel
1307 Colton, Charles Caleb
1687 Lee, Bruce
229 Plimpton, Martha
693 Harold II Godwinson, King of England
1018 Patton, George S.
825 Marquis, Don
815 Shawcross, Hartley
29 White, E. B. (Elwyn Brooks)
993 Carville, James
515 Reid, Harry
1142 Black Elk
1499 Barnes, Julian
55 Bohm, David
1601 Green, Matthew
648 Hirsch, Mary
317 Bach, Richard
149 Hopper, Edward
788 Fuller, Buckminster
556 Morrison, Jim
510 Julian of Norwich
332 Lovelace, Richard
545 Smith, Kevin
418 Guitry, Sacha
1143 Woodward, Bob
756 Jueneman, Frederic
374 Torre, Joe
1023 Mother Teresa (Agnes Gonxha Bojaxhi)
1609 Thackeray, William Makepeace
1522 Darrow, Clarence
970 Koop, C. Everett
399 Trump, Donald
1877 Wilson, Flip
90 Keating, Paul
312 Blanc, Mel
1879 Schulberg, Budd
1078 Bogart, Neil
1122 Stone, Lucy
1661 Cowper, William
1443 Merchant, Natalie
1703 Thompson, Hunter S.
1472 Salinger, J. D.
224 Djilas, Milovan
1919 Dostoevsky, Fyodor
950 Krishnamurti, Jiddu
566 Halsey, William "Bull"
927 Austen, Jane
954 Beckett, Samuel
437 Fatiaki, Daniel
619 Dickens, Charles
609 Watts, Alan
123 Swift, Jonathan
734 Nachman, Rabbi, of Bratzlav
522 Palin, Michael
1086 Long, Earl
1260 Banks, Tony (Lord Stratford)
1425 Gramsci, Antonio
1848 Schlüter, Poul
1354 Gauss, Carl Friedrich
814 Tutu, Desmond
1611 Shahak, Israel
1348 Valenti, Jack
1040 Hába, Alois
1588 Brooks, Gwendolyn
1199 Ray, Gene
1238 Barrie, J. M.
800 Garland, Judy
345 Lu Xun
876 Badiou, Alain
1323 Liebling, A. J.
1165 James, C. L. R.
1448 Bancroft, Anne
172 Saroyan, William
989 Gothard, Bill
1775 Siegel, Jerry
1270 Crumb, Robert
1221 Postel, Jon
1361 Greene, Graham
1427 Bowen, Elizabeth
1365 Simon, Paul
1211 Ouspensky, P. D.
1765 Crace, Jim
656 McCarthy, Joseph
660 Machado, Antonio
1164 Morales, Evo
1441 Stevenson, Adlai
541 Goldman, Emma
1612 Brown, Elizabeth
1170 Molière
702 Jarry, Alfred
9 Sontag, Susan
1462 Tora, Apisai
1831 Shedd, John
1880 Ashlag, Baruch
98 Morgenstern, Christian
188 Grellet, Stephen
1029 Honda, Soichiro
1790 Pushkin, Aleksandr (Alexander Pushkin)
1680 Haldeman, Joe
1894 Jung, Carl
1883 Bergman, George E.
1367 Nicoll, James
906 Whitman, Walt
249 Medved, Michael
307 Cohen, Catman
1493 Stein, Herbert
1959 Jefferson, Thomas
359 McKay, Charles
1564 Wilkes, Maurice
729 Knapman, Roger
1214 Shelley, Mary Wollstonecraft
582 Winchell, April
1100 Galilei, Galileo
351 Armstrong, Neil
1511 Juvenal
139 Casals, Pablo
569 Bracken, Peg
240 Miller, Walter M. (Jr.)
1438 Purcell, Steve
933 Ascham, Roger
1137 Carlin, George
95 Eckhart, Meister
754 Göring, Hermann
1241 Williams, Tennessee
1797 Mary I of England
1585 Gibbon, Edward
51 Miyamoto Musashi
1515 Friedman, Nat
1089 Dean, Howard
1397 Wilber, Ken
